,Source,Destination,Total_Stops,airline_IndiGo,airline_Jet Airways,airline_other,info_No info,day,month,dep_hour,dep_minute,arrival_hour,arrival_minute,duration_hours,price
0,2,2,3.0,1,0,0,1,0.8846153846153847,0.0,0.9565217391304348,0.36363636363636365,0.043478260869565216,0.18181818181818182,0.03225806451612903,0.027497331292683242
1,3,3,2.0,0,0,0,1,0.0,0.6666666666666665,0.21739130434782608,0.9090909090909091,0.5652173913043478,0.2727272727272727,0.1935483870967742,0.07591990019677697
2,4,4,2.0,0,1,0,1,0.3076923076923077,1.0,0.3913043478260869,0.45454545454545453,0.17391304347826086,0.45454545454545453,0.5806451612903226,0.1559168134991576
3,3,3,1.0,1,0,0,1,0.42307692307692313,0.6666666666666665,0.7826086956521738,0.09090909090909091,1.0,0.5454545454545454,0.12903225806451613,0.05734826952014713
4,2,2,1.0,1,0,0,1,0.0,0.0,0.6956521739130435,0.9090909090909091,0.9130434782608695,0.6363636363636364,0.0967741935483871,0.1484572942523118
5,3,3,3.0,0,0,1,1,0.8846153846153847,1.0,0.3913043478260869,0.0,0.4782608695652174,0.45454545454545453,0.03225806451612903,0.027188661530744795
6,2,2,1.0,0,1,0,0,0.42307692307692313,0.0,0.7826086956521738,1.0,0.43478260869565216,0.45454545454545453,0.4516129032258065,0.11996964747340938
7,2,2,1.0,0,1,0,1,0.0,0.0,0.34782608695652173,0.0,0.21739130434782608,0.09090909090909091,0.6451612903225806,0.2637968952966445
8,2,2,1.0,0,1,0,0,0.42307692307692313,0.0,0.34782608695652173,1.0,0.43478260869565216,0.45454545454545453,0.7741935483870968,0.11996964747340938
9,4,4,1.0,0,0,1,1,1.0,0.6666666666666665,0.4782608695652174,0.45454545454545453,0.8260869565217391,0.2727272727272727,0.1935483870967742,0.08830527439455713
10,4,4,1.0,0,0,0,1,0.0,1.0,0.3913043478260869,0.8181818181818181,1.0,0.0,0.3870967741935484,0.09193214409733386
11,3,3,3.0,1,0,0,1,0.6538461538461539,0.33333333333333326,0.8695652173913043,0.36363636363636365,0.9565217391304348,1.0,0.03225806451612903,0.03105989479505614
12,0,0,3.0,0,0,0,1,0.8846153846153847,1.0,0.4782608695652174,0.7272727272727273,0.5652173913043478,1.0,0.03225806451612903,0.037400486154875054
13,3,3,1.0,0,1,0,0,0.3076923076923077,0.6666666666666665,0.9130434782608695,0.18181818181818182,0.3913043478260869,0.36363636363636365,0.3548387096774194,0.10165524159839491
14,3,3,3.0,1,0,0,1,0.8846153846153847,0.33333333333333326,0.7391304347826086,0.2727272727272727,0.8260869565217391,0.9090909090909091,0.03225806451612903,0.03916247604594035
15,4,4,2.0,0,0,0,1,0.07692307692307693,0.0,0.6956521739130435,0.7272727272727273,0.8260869565217391,0.2727272727272727,0.8064516129032258,0.15757591346957672
16,4,4,1.0,0,0,1,1,0.5384615384615385,0.33333333333333326,0.34782608695652173,0.8181818181818181,0.5652173913043478,0.2727272727272727,0.0967741935483871,0.052358108368808914
17,4,4,1.0,0,1,0,0,0.42307692307692313,1.0,0.6086956521739131,0.0,0.5217391304347826,0.6363636363636364,0.6774193548387097,0.10935912440677531
18,4,4,2.0,0,0,0,1,0.42307692307692313,1.0,0.8695652173913043,0.2727272727272727,0.8260869565217391,0.2727272727272727,0.7096774193548387,0.14947333221869252
19,4,4,1.0,0,1,0,0,1.0,0.6666666666666665,0.6956521739130435,0.0,0.5217391304347826,0.6363636363636364,0.6129032258064516,0.14326135325968128
20,4,4,1.0,0,0,1,1,0.19230769230769232,0.0,0.6086956521739131,0.18181818181818182,0.8260869565217391,0.36363636363636365,0.12903225806451613,0.22810695407251164
21,2,2,1.0,0,0,0,1,0.7692307692307693,0.0,0.9565217391304348,0.0,0.5652173913043478,0.36363636363636365,0.4516129032258065,0.06682700345967359
22,2,2,3.0,1,0,0,1,0.07692307692307693,0.33333333333333326,0.17391304347826086,0.0,0.2608695652173913,0.9090909090909091,0.03225806451612903,0.028088948336398595
23,2,2,3.0,1,0,0,1,0.0,0.6666666666666665,0.7826086956521738,1.0,0.9130434782608695,0.9090909090909091,0.03225806451612903,0.039406839607474944
24,3,3,1.0,0,1,0,0,0.19230769230769232,0.6666666666666665,0.7826086956521738,1.0,0.34782608695652173,0.2727272727272727,0.3870967741935484,0.07714171800445
25,4,4,2.0,0,1,0,1,0.3076923076923077,1.0,0.9130434782608695,0.45454545454545453,0.5217391304347826,0.6363636363636364,0.4516129032258065,0.1483286818515041
26,4,4,1.0,1,0,0,1,0.0,1.0,0.9130434782608695,0.9090909090909091,0.13043478260869565,0.6363636363636364,0.12903225806451613,0.08332797448329968
27,4,4,1.0,0,0,1,1,0.5384615384615385,0.6666666666666665,0.30434782608695654,0.0,0.5217391304347826,1.0,0.12903225806451613,0.07617712499839234
28,2,2,3.0,0,0,1,1,0.6538461538461539,1.0,0.3913043478260869,0.8181818181818181,0.5217391304347826,0.6363636363636364,0.03225806451612903,0.03741334739495582
29,0,0,3.0,0,0,1,1,0.5384615384615385,1.0,0.30434782608695654,0.09090909090909091,0.3913043478260869,0.36363636363636365,0.03225806451612903,0.024796470875721833
30,0,0,3.0,0,0,1,1,0.6538461538461539,1.0,0.30434782608695654,0.09090909090909091,0.3913043478260869,0.36363636363636365,0.03225806451612903,0.024796470875721833
31,3,3,2.0,0,0,0,1,0.0,0.6666666666666665,0.3913043478260869,0.9090909090909091,1.0,0.2727272727272727,0.3870967741935484,0.14749270124625416
32,2,2,3.0,1,0,0,1,0.19230769230769232,0.33333333333333326,0.17391304347826086,0.0,0.2608695652173913,0.9090909090909091,0.03225806451612903,0.03426234357516751
33,4,4,2.0,0,1,0,0,0.5384615384615385,1.0,0.6086956521739131,0.6363636363636364,0.5217391304347826,0.6363636363636364,0.6774193548387097,0.11780895913984027
34,4,4,1.0,0,1,0,0,0.6538461538461539,0.6666666666666665,0.30434782608695654,0.09090909090909091,0.5217391304347826,0.6363636363636364,0.12903225806451613,0.13650920221727778
